Year,Format,Country,From,Score_type,Score,N_score
2017,Semi-Final,Iceland,Georgia,Combined,1,6.0
2017,Semi-Final,Czech Republic,Portugal,Combined,2,6.0
2017,Semi-Final,Cyprus,Armenia,Combined,12,5.0
2017,Semi-Final,Cyprus,Greece,Combined,12,5.0
2017,Semi-Final,Cyprus,Georgia,Combined,7,5.0
2017,Semi-Final,Cyprus,Poland,Combined,7,5.0
2017,Semi-Final,Cyprus,Moldova,Combined,7,4.0
2017,Semi-Final,Cyprus,United Kingdom,Combined,6,4.0
2017,Semi-Final,Cyprus,Australia,Combined,6,4.0
2017,Semi-Final,Cyprus,Finland,Combined,6,3.0
2017,Semi-Final,Cyprus,Latvia,Combined,6,3.0
2017,Semi-Final,Cyprus,Montenegro,Combined,5,2.0
2017,Semi-Final,Cyprus,Czech Republic,Combined,4,1.0
2017,Semi-Final,Cyprus,Belgium,Combined,4,1.0
2017,Semi-Final,Cyprus,Sweden,Combined,4,1.0
2017,Semi-Final,Cyprus,Slovenia,Combined,4,12.0
2017,Semi-Final,Cyprus,Iceland,Combined,4,6.0
2017,Semi-Final,Cyprus,Portugal,Combined,3,3.0
2017,Semi-Final,Cyprus,Italy,Combined,3,3.0
2017,Semi-Final,Cyprus,Albania,Combined,3,3.0
2017,Semi-Final,Armenia,Georgia,Combined,10,2.0
2017,Semi-Final,Armenia,Cyprus,Combined,8,2.0
2017,Semi-Final,Armenia,Greece,Combined,8,1.0
2017,Semi-Final,Armenia,Belgium,Combined,7,7.0
2017,Semi-Final,Armenia,Poland,Combined,6,6.0
2017,Semi-Final,Armenia,Czech Republic,Combined,5,6.0
2017,Semi-Final,Armenia,Australia,Combined,5,5.0
2017,Semi-Final,Armenia,Moldova,Combined,4,4.0
2017,Semi-Final,Armenia,Spain,Combined,4,4.0
2017,Semi-Final,Armenia,Finland,Combined,4,3.0
2017,Semi-Final,Armenia,Sweden,Combined,3,2.0
2017,Semi-Final,Armenia,Latvia,Combined,1,2.0
2017,Semi-Final,Slovenia,Montenegro,Combined,8,2.0
2017,Semi-Final,Slovenia,Portugal,Combined,4,2.0
2017,Semi-Final,Slovenia,Poland,Combined,3,1.0
2017,Semi-Final,Slovenia,Belgium,Combined,2,12.0
2017,Semi-Final,Slovenia,Finland,Combined,2,12.0
2017,Semi-Final,Slovenia,Czech Republic,Combined,1,6.0
2017,Semi-Final,Latvia,United Kingdom,Combined,7,6.0
2017,Semi-Final,Latvia,Moldova,Combined,5,5.0
2017,Semi-Final,Latvia,Azerbaijan,Combined,4,4.0
2017,Semi-Final,Latvia,Spain,Combined,2,4.0
2017,Semi-Final,Latvia,Finland,Combined,1,4.0
2017,Semi-Final,Latvia,Iceland,Combined,1,3.0
2017,Semi-Final,Serbia,Switzerland,Combined,12,3.0
2017,Semi-Final,Serbia,North Macedonia,Combined,12,2.0
2017,Semi-Final,Serbia,Croatia,Combined,10,2.0
2017,Semi-Final,Serbia,Austria,Combined,6,1.0
2017,Semi-Final,Serbia,France,Combined,5,1.0
2017,Semi-Final,Austria,Netherlands,Combined,6,5.0
2017,Semi-Final,Austria,Croatia,Combined,4,4.0
2017,Semi-Final,Austria,Romania,Combined,4,4.0
2017,Semi-Final,Austria,Germany,Combined,4,3.0
2017,Semi-Final,Austria,Hungary,Combined,3,2.0
2017,Semi-Final,Austria,Denmark,Combined,3,1.0
2017,Semi-Final,Austria,Israel,Combined,3,1.0
2017,Semi-Final,Austria,Switzerland,Combined,2,10.0
2017,Semi-Final,Austria,Malta,Combined,1,10.0
2017,Semi-Final,Austria,Serbia,Combined,1,7.0
2017,Semi-Final,Austria,San Marino,Combined,1,4.0
2017,Semi-Final,North Macedonia,Bulgaria,Combined,12,1.0
2017,Semi-Final,North Macedonia,Serbia,Combined,10,1.0
2017,Semi-Final,North Macedonia,Croatia,Combined,6,12.0
2017,Semi-Final,North Macedonia,Israel,Combined,5,10.0
2017,Semi-Final,North Macedonia,San Marino,Combined,4,10.0
2017,Semi-Final,North Macedonia,Switzerland,Combined,3,10.0
2017,Semi-Final,Romania,Estonia,Combined,12,10.0
2017,Semi-Final,Romania,France,Combined,12,10.0
2017,Semi-Final,Romania,Israel,Combined,10,10.0
2017,Semi-Final,Romania,Norway,Combined,8,8.0
2017,Semi-Final,Romania,San Marino,Combined,8,8.0
2017,Semi-Final,Romania,Ireland,Combined,8,7.0
2017,Semi-Final,Romania,Denmark,Combined,8,7.0
2017,Semi-Final,Romania,Netherlands,Combined,8,7.0
2017,Semi-Final,Romania,Croatia,Combined,7,7.0
2017,Semi-Final,Romania,Hungary,Combined,7,6.0
2017,Semi-Final,Romania,Germany,Combined,7,5.0
2017,Semi-Final,Romania,Malta,Combined,7,5.0
2017,Semi-Final,Romania,Austria,Combined,7,4.0
2017,Semi-Final,Romania,Switzerland,Combined,7,4.0
2017,Semi-Final,Romania,Bulgaria,Combined,7,12.0
2017,Semi-Final,Romania,Serbia,Combined,6,12.0
2017,Semi-Final,Romania,Lithuania,Combined,6,12.0
2017,Semi-Final,Romania,Ukraine,Combined,5,12.0
2017,Semi-Final,Romania,Belarus,Combined,5,10.0
2017,Semi-Final,Romania,North Macedonia,Combined,3,10.0
2017,Semi-Final,Netherlands,Denmark,Combined,7,10.0
2017,Semi-Final,Netherlands,Hungary,Combined,6,10.0
2017,Semi-Final,Netherlands,Ireland,Combined,5,8.0
2017,Semi-Final,Netherlands,Germany,Combined,5,7.0
2017,Semi-Final,Netherlands,Israel,Combined,4,7.0
2017,Semi-Final,Netherlands,Austria,Combined,4,7.0
2017,Semi-Final,Netherlands,Switzerland,Combined,4,6.0
2017,Semi-Final,Netherlands,Norway,Combined,3,6.0
2017,Semi-Final,Netherlands,Malta,Combined,3,6.0
2017,Semi-Final,Netherlands,San Marino,Combined,3,6.0
2017,Semi-Final,Netherlands,Croatia,Combined,2,6.0
2017,Semi-Final,Netherlands,Estonia,Combined,2,3.0
2017,Semi-Final,Netherlands,North Macedonia,Combined,2,1.0
2017,Semi-Final,Netherlands,Bulgaria,Combined,1,12.0
2017,Semi-Final,Hungary,Serbia,Combined,12,12.0
2017,Semi-Final,Hungary,Croatia,Combined,12,10.0
2017,Semi-Final,Hungary,Romania,Combined,12,10.0
2017,Semi-Final,Hungary,Austria,Combined,12,8.0
2017,Semi-Final,Hungary,Belarus,Combined,10,8.0
2017,Semi-Final,Hungary,Netherlands,Combined,10,8.0
2017,Semi-Final,Hungary,San Marino,Combined,10,8.0
2017,Semi-Final,Hungary,Germany,Combined,10,8.0
2017,Semi-Final,Hungary,Switzerland,Combined,8,7.0
2017,Semi-Final,Hungary,Bulgaria,Combined,8,7.0
2017,Semi-Final,Hungary,Estonia,Combined,8,7.0
2017,Semi-Final,Hungary,Israel,Combined,7,7.0
2017,Semi-Final,Hungary,France,Combined,7,6.0
2017,Semi-Final,Hungary,Ukraine,Combined,6,6.0
2017,Semi-Final,Hungary,Norway,Combined,6,3.0
2017,Semi-Final,Hungary,North Macedonia,Combined,6,3.0
2017,Semi-Final,Hungary,Ireland,Combined,6,2.0
2017,Semi-Final,Hungary,Malta,Combined,6,1.0
2017,Semi-Final,Hungary,Lithuania,Combined,5,12.0
2017,Semi-Final,Hungary,Denmark,Combined,4,12.0
2017,Semi-Final,Denmark,Norway,Combined,4,8.0
2017,Semi-Final,Denmark,Netherlands,Combined,1,4.0
2017,Semi-Final,Ireland,Estonia,Combined,7,3.0
2017,Semi-Final,Ireland,Romania,Combined,6,2.0
2017,Semi-Final,Ireland,Denmark,Combined,5,2.0
2017,Semi-Final,Ireland,Lithuania,Combined,4,12.0
2017,Semi-Final,Ireland,Malta,Combined,4,12.0
2017,Semi-Final,Ireland,Belarus,Combined,3,8.0
2017,Semi-Final,Ireland,Austria,Combined,3,5.0
2017,Semi-Final,Ireland,San Marino,Combined,2,4.0
2017,Semi-Final,Ireland,Netherlands,Combined,2,4.0
2017,Semi-Final,Ireland,Norway,Combined,2,3.0
2017,Semi-Final,Ireland,France,Combined,1,2.0
2017,Semi-Final,Ireland,Israel,Combined,1,2.0
2017,Semi-Final,Ireland,North Macedonia,Combined,1,1.0
2017,Semi-Final,San Marino,Germany,Combined,1,1.0
2017,Semi-Final,Croatia,Austria,Combined,10,12.0
2017,Semi-Final,Croatia,Switzerland,Combined,10,12.0
2017,Semi-Final,Croatia,Hungary,Combined,10,12.0
2017,Semi-Final,Croatia,North Macedonia,Combined,8,10.0
2017,Semi-Final,Croatia,Malta,Combined,8,10.0
2017,Semi-Final,Croatia,Serbia,Combined,7,8.0
2017,Semi-Final,Croatia,Ireland,Combined,7,8.0
2017,Semi-Final,Croatia,Germany,Combined,6,7.0
2017,Semi-Final,Croatia,Bulgaria,Combined,6,6.0
2017,Semi-Final,Croatia,San Marino,Combined,6,6.0
2017,Semi-Final,Croatia,Estonia,Combined,5,6.0
2017,Semi-Final,Croatia,Romania,Combined,5,5.0
2017,Semi-Final,Croatia,Belarus,Combined,4,5.0
2017,Semi-Final,Croatia,Netherlands,Combined,4,4.0
2017,Semi-Final,Croatia,Ukraine,Combined,3,4.0
2017,Semi-Final,Croatia,Lithuania,Combined,2,4.0
2017,Semi-Final,Croatia,France,Combined,2,3.0
2017,Semi-Final,Croatia,Norway,Combined,1,2.0
2017,Semi-Final,Norway,Denmark,Combined,10,10.0
2017,Semi-Final,Norway,Lithuania,Combined,7,6.0
2017,Semi-Final,Norway,Belarus,Combined,6,5.0
2017,Semi-Final,Norway,Hungary,Combined,5,2.0
2017,Semi-Final,Norway,Netherlands,Combined,5,3.0
2017,Semi-Final,Norway,Ukraine,Combined,4,12.0
2017,Semi-Final,Norway,Bulgaria,Combined,3,5.0
2017,Semi-Final,Norway,Serbia,Combined,3,5.0
2017,Semi-Final,Norway,Estonia,Combined,3,3.0
2017,Semi-Final,Norway,Romania,Combined,2,2.0
2017,Semi-Final,Norway,Ireland,Combined,2,12.0
2017,Semi-Final,Norway,Germany,Combined,2,12.0
2017,Semi-Final,Switzerland,Romania,Combined,10,12.0
2017,Semi-Final,Switzerland,Malta,Combined,5,10.0
2017,Semi-Final,Switzerland,San Marino,Combined,5,8.0
2017,Semi-Final,Switzerland,North Macedonia,Combined,5,8.0
2017,Semi-Final,Switzerland,France,Combined,4,8.0
2017,Semi-Final,Switzerland,Bulgaria,Combined,4,7.0
2017,Semi-Final,Switzerland,Serbia,Combined,4,7.0
2017,Semi-Final,Switzerland,Ukraine,Combined,2,6.0
2017,Semi-Final,Switzerland,Belarus,Combined,2,6.0
2017,Semi-Final,Switzerland,Austria,Combined,2,6.0
2017,Semi-Final,Switzerland,Israel,Combined,2,6.0
2017,Semi-Final,Switzerland,Lithuania,Combined,1,6.0
2017,Semi-Final,Switzerland,Denmark,Combined,1,6.0
2017,Semi-Final,Switzerland,Croatia,Combined,1,4.0
2017,Semi-Final,Switzerland,Hungary,Combined,1,4.0
2017,Semi-Final,Belarus,Ukraine,Combined,12,4.0
2017,Semi-Final,Belarus,Lithuania,Combined,8,3.0
2017,Semi-Final,Belarus,Israel,Combined,8,2.0
2017,Semi-Final,Belarus,Estonia,Combined,6,12.0
2017,Semi-Final,Belarus,Bulgaria,Combined,5,1.0
2017,Semi-Final,Belarus,Croatia,Combined,3,12.0
2017,Semi-Final,Belarus,France,Combined,3,10.0
2017,Semi-Final,Belarus,Netherlands,Combined,3,1.0
2017,Semi-Final,Belarus,Hungary,Combined,2,1.0
2017,Semi-Final,Belarus,Serbia,Combined,2,10.0
2017,Semi-Final,Belarus,Romania,Combined,1,8.0
2017,Semi-Final,Belarus,Ireland,Combined,1,5.0
2017,Semi-Final,Belarus,Austria,Combined,1,4.0
2017,Semi-Final,Bulgaria,Hungary,Combined,12,3.0
2017,Semi-Final,Bulgaria,Denmark,Combined,12,2.0
2017,Semi-Final,Bulgaria,Germany,Combined,12,2.0
2017,Semi-Final,Bulgaria,Malta,Combined,12,2.0
2017,Semi-Final,Bulgaria,Netherlands,Combined,12,2.0
2017,Semi-Final,Bulgaria,Belarus,Combined,12,1.0
2017,Semi-Final,Bulgaria,Israel,Combined,12,1.0
2017,Semi-Final,Bulgaria,Norway,Combined,12,1.0
2017,Semi-Final,Bulgaria,San Marino,Combined,12,10.0
2017,Semi-Final,Bulgaria,Estonia,Combined,10,10.0
2017,Semi-Final,Bulgaria,North Macedonia,Combined,10,10.0
2017,Semi-Final,Bulgaria,Ireland,Combined,10,8.0
2017,Semi-Final,Bulgaria,Lithuania,Combined,10,7.0
2017,Semi-Final,Bulgaria,Ukraine,Combined,10,5.0
2017,Semi-Final,Bulgaria,France,Combined,8,5.0
2017,Semi-Final,Bulgaria,Austria,Combined,8,5.0
2017,Semi-Final,Bulgaria,Romania,Combined,8,4.0
2017,Semi-Final,Bulgaria,Serbia,Combined,8,4.0
2017,Semi-Final,Bulgaria,Croatia,Combined,8,4.0
2017,Semi-Final,Bulgaria,Switzerland,Combined,6,4.0
2017,Semi-Final,Lithuania,Ireland,Combined,12,4.0
2017,Semi-Final,Lithuania,Norway,Combined,10,3.0
2017,Semi-Final,Lithuania,Estonia,Combined,1,2.0
2017,Semi-Final,Lithuania,Ukraine,Combined,1,1.0
2017,Semi-Final,Lithuania,Belarus,Combined,1,1.0
2017,Semi-Final,Estonia,Lithuania,Combined,12,1.0
2017,Semi-Final,Estonia,Ukraine,Combined,8,10.0
2017,Semi-Final,Estonia,Belarus,Combined,8,8.0
2017,Semi-Final,Estonia,Israel,Combined,6,5.0
2017,Semi-Final,Estonia,France,Combined,6,3.0
2017,Semi-Final,Estonia,Norway,Combined,5,3.0
2017,Semi-Final,Estonia,North Macedonia,Combined,4,3.0
2017,Semi-Final,Estonia,Hungary,Combined,4,2.0
2017,Semi-Final,Estonia,Romania,Combined,3,1.0
2017,Semi-Final,Estonia,Ireland,Combined,3,1.0
2017,Semi-Final,Estonia,Germany,Combined,3,1.0
2017,Semi-Final,Estonia,Malta,Combined,2,1.0
2017,Semi-Final,Estonia,Denmark,Combined,2,8.0
2017,Semi-Final,Estonia,Bulgaria,Combined,2,7.0
2017,Semi-Final,Estonia,Switzerland,Combined,1,6.0
2017,Semi-Final,Israel,Bulgaria,Combined,10,5.0
2017,Semi-Final,Israel,France,Combined,10,4.0
2017,Semi-Final,Israel,Malta,Combined,10,4.0
2017,Semi-Final,Israel,Hungary,Combined,8,3.0
2017,Semi-Final,Israel,Germany,Combined,8,3.0
2017,Semi-Final,Israel,Ukraine,Combined,7,2.0
2017,Semi-Final,Israel,Belarus,Combined,7,2.0
2017,Semi-Final,Israel,Netherlands,Combined,7,2.0
2017,Semi-Final,Israel,Norway,Combined,7,2.0
2017,Semi-Final,Israel,San Marino,Combined,7,1.0
2017,Semi-Final,Israel,North Macedonia,Combined,7,1.0
2017,Semi-Final,Israel,Romania,Combined,7,12.0
2017,Semi-Final,Israel,Denmark,Combined,6,12.0
2017,Semi-Final,Israel,Switzerland,Combined,5,12.0
2017,Semi-Final,Israel,Serbia,Combined,5,10.0
2017,Semi-Final,Israel,Croatia,Combined,5,7.0
2017,Semi-Final,Israel,Austria,Combined,5,5.0
2017,Semi-Final,Israel,Estonia,Combined,4,5.0
2017,Semi-Final,Israel,Ireland,Combined,4,4.0
2017,Semi-Final,Israel,Lithuania,Combined,3,3.0
2017,Final,Israel,France,Combined,3,2.0
2017,Final,Israel,North Macedonia,Combined,1,2.0
2017,Final,Israel,Azerbaijan,Combined,1,1.0
2017,Final,Poland,United Kingdom,Combined,10,1.0
2017,Final,Poland,Ireland,Combined,7,1.0
2017,Final,Poland,Sweden,Combined,5,12.0
2017,Final,Poland,Belgium,Combined,4,12.0
2017,Final,Poland,Norway,Combined,3,12.0
2017,Final,Poland,Italy,Combined,3,10.0
2017,Final,Poland,Iceland,Combined,3,10.0
2017,Final,Poland,Germany,Combined,2,8.0
2017,Final,Poland,Austria,Combined,2,7.0
2017,Final,Poland,Netherlands,Combined,1,7.0
2017,Final,Poland,France,Combined,1,7.0
2017,Final,Belarus,Ukraine,Combined,8,7.0
2017,Final,Belarus,Latvia,Combined,6,5.0
2017,Final,Belarus,Georgia,Combined,6,4.0
2017,Final,Belarus,Poland,Combined,4,4.0
2017,Final,Belarus,Czech Republic,Combined,3,3.0
2017,Final,Belarus,Israel,Combined,2,3.0
2017,Final,Belarus,Estonia,Combined,2,3.0
2017,Final,Belarus,Lithuania,Combined,1,3.0
2017,Final,Belarus,Moldova,Combined,1,3.0
2017,Final,Armenia,Georgia,Combined,10,2.0
2017,Final,Armenia,France,Combined,6,2.0
2017,Final,Armenia,Greece,Combined,2,12.0
2017,Final,Armenia,Czech Republic,Combined,2,12.0
2017,Final,Armenia,Cyprus,Combined,1,12.0
2017,Final,Netherlands,Belgium,Combined,10,6.0
2017,Final,Netherlands,Spain,Combined,2,4.0
2017,Final,Netherlands,Denmark,Combined,1,3.0
2017,Final,Netherlands,Germany,Combined,1,3.0
2017,Final,Netherlands,Croatia,Combined,1,2.0
2017,Final,Moldova,Portugal,Combined,12,2.0
2017,Final,Moldova,Australia,Combined,12,2.0
2017,Final,Moldova,Romania,Combined,12,12.0
2017,Final,Moldova,Ukraine,Combined,12,12.0
2017,Final,Moldova,Italy,Combined,12,12.0
2017,Final,Moldova,Azerbaijan,Combined,10,12.0
2017,Final,Moldova,Belarus,Combined,10,10.0
2017,Final,Moldova,Bulgaria,Combined,10,10.0
2017,Final,Moldova,Hungary,Combined,10,10.0
2017,Final,Moldova,Denmark,Combined,8,10.0
2017,Final,Moldova,Sweden,Combined,8,10.0
2017,Final,Moldova,Latvia,Combined,8,10.0
2017,Final,Moldova,Ireland,Combined,8,8.0
2017,Final,Moldova,Lithuania,Combined,8,8.0
2017,Final,Moldova,San Marino,Combined,8,8.0
2017,Final,Moldova,Germany,Combined,7,8.0
2017,Final,Moldova,Belgium,Combined,7,8.0
2017,Final,Moldova,France,Combined,7,5.0
2017,Final,Moldova,Serbia,Combined,7,5.0
2017,Final,Moldova,Poland,Combined,6,5.0
2017,Final,Moldova,United Kingdom,Combined,6,4.0
2017,Final,Moldova,Norway,Combined,6,3.0
2017,Final,Moldova,Cyprus,Combined,6,10.0
2017,Final,Moldova,Armenia,Combined,6,10.0
2017,Final,Moldova,Iceland,Combined,6,10.0
2017,Final,Moldova,Greece,Combined,6,8.0
2017,Final,Moldova,Spain,Combined,6,8.0
2017,Final,Moldova,Finland,Combined,5,8.0
2017,Final,Moldova,Czech Republic,Combined,5,8.0
2017,Final,Moldova,Netherlands,Combined,5,8.0
2017,Final,Moldova,Israel,Combined,5,7.0
2017,Final,Moldova,Croatia,Combined,4,7.0
2017,Final,Moldova,Estonia,Combined,4,7.0
2017,Final,Moldova,Slovenia,Combined,3,7.0
2017,Final,Moldova,Austria,Combined,3,6.0
2017,Final,Moldova,Montenegro,Combined,3,6.0
2017,Final,Moldova,North Macedonia,Combined,2,6.0
2017,Final,Moldova,Malta,Combined,1,6.0
2017,Final,Hungary,Croatia,Combined,12,5.0
2017,Final,Hungary,Serbia,Combined,12,5.0
2017,Final,Hungary,Romania,Combined,10,5.0
2017,Final,Hungary,Belarus,Combined,8,3.0
2017,Final,Hungary,Estonia,Combined,8,12.0
2017,Final,Hungary,Montenegro,Combined,7,8.0
2017,Final,Hungary,Azerbaijan,Combined,7,7.0
2017,Final,Hungary,Albania,Combined,6,7.0
2017,Final,Hungary,Bulgaria,Combined,6,6.0
2017,Final,Hungary,Netherlands,Combined,6,6.0
2017,Final,Hungary,Slovenia,Combined,5,6.0
2017,Final,Hungary,Austria,Combined,5,6.0
2017,Final,Hungary,Switzerland,Combined,5,6.0
2017,Final,Hungary,Poland,Combined,5,6.0
2017,Final,Hungary,Finland,Combined,4,5.0
2017,Final,Hungary,Ukraine,Combined,4,4.0
2017,Final,Hungary,Italy,Combined,4,2.0
2017,Final,Hungary,San Marino,Combined,4,1.0
2017,Final,Hungary,Sweden,Combined,4,1.0
2017,Final,Hungary,Norway,Combined,4,1.0
2017,Final,Hungary,Denmark,Combined,3,12.0
2017,Final,Hungary,Germany,Combined,3,10.0
2017,Final,Hungary,North Macedonia,Combined,3,8.0
2017,Final,Hungary,Latvia,Combined,2,8.0
2017,Final,Hungary,Lithuania,Combined,2,7.0
2017,Final,Hungary,Malta,Combined,2,7.0
2017,Final,Hungary,France,Combined,2,7.0
2017,Final,Hungary,Ireland,Combined,2,7.0
2017,Final,Hungary,Portugal,Combined,2,7.0
2017,Final,Hungary,Iceland,Combined,2,7.0
2017,Final,Hungary,Belgium,Combined,1,6.0
2017,Final,Hungary,Israel,Combined,1,6.0
2017,Final,Hungary,United Kingdom,Combined,1,5.0
2017,Final,Italy,Malta,Combined,12,5.0
2017,Final,Italy,Albania,Combined,12,4.0
2017,Final,Italy,Montenegro,Combined,10,4.0
2017,Final,Italy,San Marino,Combined,10,4.0
2017,Final,Italy,Slovenia,Combined,10,4.0
2017,Final,Italy,Switzerland,Combined,10,3.0
2017,Final,Italy,Israel,Combined,8,6.0
2017,Final,Italy,Spain,Combined,8,6.0
2017,Final,Italy,Finland,Combined,8,4.0
2017,Final,Italy,Cyprus,Combined,8,4.0
2017,Final,Italy,North Macedonia,Combined,8,12.0
2017,Final,Italy,Iceland,Combined,7,12.0
2017,Final,Italy,Greece,Combined,7,10.0
2017,Final,Italy,Croatia,Combined,7,7.0
2017,Final,Italy,Serbia,Combined,6,5.0
2017,Final,Italy,Romania,Combined,6,1.0
2017,Final,Italy,Azerbaijan,Combined,6,2.0
2017,Final,Italy,Austria,Combined,6,2.0
2017,Final,Italy,Georgia,Combined,5,2.0
2017,Final,Italy,France,Combined,5,1.0
2017,Final,Italy,Lithuania,Combined,5,12.0
2017,Final,Italy,Belgium,Combined,5,12.0
2017,Final,Italy,Estonia,Combined,5,12.0
2017,Final,Italy,Hungary,Combined,4,12.0
2017,Final,Italy,Portugal,Combined,4,12.0
2017,Final,Italy,Germany,Combined,4,12.0
2017,Final,Italy,Moldova,Combined,4,12.0
2017,Final,Italy,Armenia,Combined,4,12.0
2017,Final,Italy,Latvia,Combined,3,12.0
2017,Final,Italy,Netherlands,Combined,2,12.0
2017,Final,Italy,Australia,Combined,2,12.0
2017,Final,Italy,United Kingdom,Combined,2,10.0
2017,Final,Italy,Norway,Combined,2,10.0
2017,Final,Italy,Sweden,Combined,1,10.0
2017,Final,Italy,Ireland,Combined,1,8.0
2017,Final,Italy,Czech Republic,Combined,1,8.0
2017,Final,Denmark,Australia,Combined,8,8.0
2017,Final,Portugal,Norway,Combined,12,8.0
2017,Final,Portugal,Finland,Combined,12,8.0
2017,Final,Portugal,Germany,Combined,12,7.0
2017,Final,Portugal,Austria,Combined,12,7.0
2017,Final,Portugal,Switzerland,Combined,12,5.0
2017,Final,Portugal,Belgium,Combined,12,5.0
2017,Final,Portugal,France,Combined,12,4.0
2017,Final,Portugal,Netherlands,Combined,12,4.0
2017,Final,Portugal,Lithuania,Combined,12,3.0
2017,Final,Portugal,Iceland,Combined,12,3.0
2017,Final,Portugal,Israel,Combined,12,2.0
2017,Final,Portugal,Spain,Combined,12,1.0
2017,Final,Portugal,Poland,Combined,10,1.0
2017,Final,Portugal,Ukraine,Combined,10,7.0
2017,Final,Portugal,Croatia,Combined,10,6.0
2017,Final,Portugal,Estonia,Combined,10,6.0
2017,Final,Portugal,Latvia,Combined,10,5.0
2017,Final,Portugal,Ireland,Combined,10,5.0
2017,Final,Portugal,Sweden,Combined,10,4.0
2017,Final,Portugal,Armenia,Combined,10,4.0
2017,Final,Portugal,Greece,Combined,8,4.0
2017,Final,Portugal,United Kingdom,Combined,8,4.0
2017,Final,Portugal,Serbia,Combined,8,3.0
2017,Final,Portugal,Montenegro,Combined,8,1.0
2017,Final,Portugal,Azerbaijan,Combined,8,1.0
2017,Final,Portugal,Slovenia,Combined,8,1.0
2017,Final,Portugal,Albania,Combined,8,10.0
2017,Final,Portugal,Czech Republic,Combined,8,10.0
2017,Final,Portugal,Malta,Combined,8,10.0
2017,Final,Portugal,Georgia,Combined,8,8.0
2017,Final,Portugal,Romania,Combined,7,8.0
2017,Final,Portugal,San Marino,Combined,7,8.0
2017,Final,Portugal,Australia,Combined,7,6.0
2017,Final,Portugal,Belarus,Combined,7,2.0
2017,Final,Portugal,North Macedonia,Combined,7,1.0
2017,Final,Portugal,Bulgaria,Combined,7,1.0
2017,Final,Portugal,Cyprus,Combined,7,1.0
2017,Final,Portugal,Hungary,Combined,7,12.0
2017,Final,Portugal,Moldova,Combined,6,12.0
2017,Final,Portugal,Denmark,Combined,5,7.0
2017,Final,Portugal,Italy,Combined,5,6.0
2017,Final,Azerbaijan,Georgia,Combined,12,6.0
2017,Final,Azerbaijan,Moldova,Combined,10,5.0
2017,Final,Azerbaijan,Czech Republic,Combined,10,3.0
2017,Final,Azerbaijan,Montenegro,Combined,5,2.0
2017,Final,Azerbaijan,Slovenia,Combined,4,2.0
2017,Final,Azerbaijan,San Marino,Combined,1,2.0
2017,Final,Croatia,Montenegro,Combined,12,1.0
2017,Final,Croatia,Slovenia,Combined,12,12.0
2017,Final,Croatia,North Macedonia,Combined,10,10.0
2017,Final,Croatia,Switzerland,Combined,8,8.0
2017,Final,Croatia,Germany,Combined,8,8.0
2017,Final,Croatia,Albania,Combined,7,8.0
2017,Final,Croatia,Italy,Combined,6,7.0
2017,Final,Croatia,Serbia,Combined,5,6.0
2017,Final,Croatia,Hungary,Combined,5,6.0
2017,Final,Croatia,United Kingdom,Combined,5,6.0
2017,Final,Croatia,Austria,Combined,4,5.0
2017,Final,Croatia,Netherlands,Combined,3,4.0
2017,Final,Croatia,San Marino,Combined,3,3.0
2017,Final,Croatia,Ireland,Combined,3,3.0
2017,Final,Croatia,Malta,Combined,3,2.0
2017,Final,Croatia,Romania,Combined,3,2.0
2017,Final,Croatia,Sweden,Combined,2,2.0
2017,Final,Croatia,Bulgaria,Combined,1,1.0
2017,Final,Croatia,Norway,Combined,1,10.0
2017,Final,Croatia,Australia,Combined,1,10.0
2017,Final,Croatia,Poland,Combined,1,7.0
2017,Final,Australia,Denmark,Combined,2,6.0
2017,Final,Greece,Cyprus,Combined,12,5.0
2017,Final,Greece,Moldova,Combined,7,4.0
2017,Final,Greece,Bulgaria,Combined,5,4.0
2017,Final,Greece,Albania,Combined,3,3.0
2017,Final,Greece,Armenia,Combined,1,3.0
2017,Final,Greece,Romania,Combined,1,2.0
2017,Final,Spain,Portugal,Combined,5,2.0
2017,Final,Norway,Denmark,Combined,7,2.0
2017,Final,Norway,Sweden,Combined,6,1.0
2017,Final,Norway,Lithuania,Combined,6,12.0
2017,Final,Norway,Belarus,Combined,5,12.0
2017,Final,Norway,Finland,Combined,2,7.0
